GeneName	3 Cell-line mixture-Bulk	3 Cell-line mixture-Bulk 2
RPS26P54	1.0	1.0
GLUD1P4	0.0	0.0
RP11-824M15.3	2.000004	2.000004
PMAIP1	1338.0021	1338.0021
RP11-866E20.1	0.0	0.0
NFE2L3P1	1.00547	1.00547
RN7SL342P	0.0	0.0
SDCCAG3P1	0.0	0.0
RP11-866E20.3	0.0	0.0
FAM60CP	7.90408	7.90408
RNU6-567P	0.0	0.0
RP11-795H16.3	0.0	0.0
RPS3AP49	0.0	0.0
RNU4-17P	0.0	0.0
RP11-795H16.2	0.0	0.0
RP11-396N11.1	0.0	0.0
MC4R	26.0	26.0
RP11-325K19.3	0.0	0.0
MRPS5P4	0.0	0.0
RP11-325K19.6	0.0	0.0
AC010928.1	0.0	0.0
RP11-325K19.2	0.0	0.0
RP11-325K19.1	0.0	0.0
CTBP2P3	0.0	0.0
RP11-622J9.1	0.0	0.0
CDH20	1.0	1.0
RNU6-116P	0.0	0.0
RPL30P14	1.0	1.0
RP11-879F14.3	1.0	1.0
RP11-879F14.2	15.0	15.0
RP11-879F14.1	4.0	4.0
RP11-1096D5.2	0.0	0.0
LINC01544	0.0	0.0
RNF152	1170.99713	1170.99713
RPIAP1	0.0	0.0
PIGN	1419.00097	1419.00097
KIAA1468	4033.99865999999	4033.99865999999
RP11-173A16.2	0.0	0.0
RP11-173A16.1	2.0	2.0
TNFRSF11A	898.0001	898.0001
RP11-640A1.3	4.0	4.0
RPL17P44	0.0	0.0
RP11-640A1.4	0.0	0.0
ACTBP9	5.30948	5.30948
ZCCHC2	2596.00068	2596.00068
RP11-120K19.4	2.0	2.0
RP11-120K19.3	1.0	1.0
RN7SL705P	0.0	0.0
PHLPP1	1501.00087999999	1501.00087999999
RNU6-142P	0.0	0.0
BCL2	1050.00049999999	1050.00049999999
RP11-299P2.1	0.0	0.0
RP11-28F1.2	4.0	4.0
KDSR	3143.21429	3143.21429
RP11-635N19.1	36.7827	36.7827
VPS4B	4387.0045	4387.0045
RP11-635N19.2	0.0	0.0
SERPINB5	294.99967	294.99967
RP11-635N19.3	0.0	0.0
ATP5G1P6	0.0	0.0
SERPINB12	2.0	2.0
SERPINB13	2.0	2.0
SERPINB4	63.5285	63.5285
SERPINB3	57.4715	57.4715
SERPINB11	0.0	0.0
SERPINB7	521.99934	521.99934
SERPINB2	370.00032	370.00032
SERPINB10	0.0	0.0
HMSD	5.81731	5.81731
SERPINB8	674.1827	674.1827
RPL12P39	0.0	0.0
LINC00305	0.0	0.0
RP11-146N18.1	0.0	0.0
AC100848.1	0.0	0.0
LINC01538	0.0	0.0
RP11-762J3.1	0.0	0.0
AC027506.1	0.0	0.0
AC007948.1	0.0	0.0
AC007631.1	0.0	0.0
RP11-453M23.1	0.0	0.0
RP11-775G23.1	0.0	0.0
CDH7	2.0	2.0
RP11-389J22.1	0.0	0.0
RP11-389J22.3	0.0	0.0
PRPF19P1	0.0	0.0
CDH19	3.0	3.0
AC091643.1	0.0	0.0
RNU6-1037P	0.0	0.0
MIR5011	0.0	0.0
RPL31P9	0.0	0.0
AC091042.1	0.0	0.0
RP11-563H6.1	2.03747	2.03747
CTD-2541J13.1	13.0	13.0
DSEL	1220.13	1220.13
CTD-2541J13.2	103.868	103.868
RP11-638L3.1	0.0	0.0
RP11-29O13.1	0.0	0.0
RP11-28O3.2	0.0	0.0
RP11-28O3.1	0.0	0.0
RP11-638L3.4	0.0	0.0
RP11-638L3.3	0.0	0.0
RP11-638L3.2	0.0	0.0
RP11-659F24.1	0.0	0.0
RP11-526H11.1	0.0	0.0
RP11-421N8.2	0.0	0.0
RP11-421N8.1	158.711	158.711
RP11-128D14.1	0.0	0.0
AKR1B10P2	0.0	0.0
RP11-585K6.2	0.0	0.0
TMX3	3386.99551999999	3386.99551999999
CCDC102B	32.9999939999999	32.9999939999999
RP11-734B5.2	0.0	0.0
RP11-106E15.1	0.0	0.0
RNU6-39P	0.0	0.0
SDHCP1	0.0	0.0
RP11-861L17.3	0.0	0.0
RP11-861L17.4	0.0	0.0
RP11-861L17.2	0.0	0.0
RP11-674P19.2	0.0	0.0
RP11-17E3.1	0.0	0.0
DOK6	61.99999	61.99999
RP11-465I4.3	0.0	0.0
RP11-465I4.2	0.0	0.0
RP11-543H23.1	0.0	0.0
RP11-543H23.2	0.0	0.0
CD226	18.00002	18.00002
RTTN	1441.99667	1441.99667
SOCS6	2199.0005	2199.0005
RP11-41O4.1	5.0	5.0
RP11-484N16.1	6.0	6.0
RP11-41O4.2	10.0	10.0
LARP7P3	0.0	0.0
RPS2P6	0.0	0.0
RP11-644A7.2	0.0	0.0
RN7SL795P	0.0	0.0
GTSCR1	0.0	0.0
RP11-384E22.1	0.0	0.0
RP11-529J17.1	0.0	0.0
RP11-47G4.2	0.0	0.0
RP11-47G4.1	0.0	0.0
LINC01541	0.0	0.0
RP11-752P2.1	0.0	0.0
RP11-752P2.2	0.0	0.0
RP11-723G8.2	0.0	0.0
RP11-723G8.1	0.0	0.0
RP11-736G13.1	0.0	0.0
RP11-736G13.2	0.0	0.0
CBLN2	40.00001	40.00001
HNRNPA1P11	0.0	0.0
NETO1	0.0	0.0
RP11-713C5.1	0.0	0.0
RNA5SP460	0.0	0.0
MIR548AV	0.0	0.0
RP11-676J15.1	0.0	0.0
RP11-169F17.1	0.0	0.0
CTD-2354A18.1	0.0	0.0
RP11-126K15.1	0.0	0.0
RN7SL401P	0.0	0.0
RP11-25L3.3	0.0	0.0
RP11-25L3.1	0.0	0.0
FBXO15	33.999989	33.999989
TIMM21	2593.0001	2593.0001
RP11-669I1.1	0.0	0.0
RN7SL551P	0.0	0.0
CYB5A	1992.0	1992.0
C18orf63	5.0	5.0
FAUP1	14.0113	14.0113
RP11-231E4.2	0.0	0.0
FAM69C	7.999998	7.999998
CNDP2	9438.00562999999	9438.00562999999
RP11-231E4.5	3.0	3.0
CNDP1	1.999998	1.999998
RP11-231E4.3	0.0	0.0
LINC00909	463.000259999999	463.000259999999
ZNF407	1891.9992	1891.9992
AC023380.1	0.0	0.0
RP11-405M12.3	2.0	2.0
RP11-405M12.4	2.0	2.0
RP11-405M12.2	0.0	0.0
ZADH2	3791.9963	3791.9963
TSHZ1	1952.0011	1952.0011
RP11-321M21.4	0.0	0.0
RP11-321M21.3	1.0	1.0
SMIM21	0.0	0.0
RP11-321M21.1	0.0	0.0
RP11-704C2.1	0.0	0.0
AC090338.1	0.0	0.0
RP11-173L6.1	0.0	0.0
RP11-1O2.2	0.0	0.0
RP11-357H3.1	0.0	0.0
RP11-1O2.1	0.0	0.0
RP11-94B19.6	0.0	0.0
RP11-94B19.1	0.0	0.0
RP11-94B19.5	0.0	0.0
RP11-94B19.2	0.0	0.0
RP11-94B19.7	0.0	0.0
RP11-94B19.3	0.0	0.0
RP11-94B19.4	0.0	0.0
ZNF516	1999.99704	1999.99704
RP11-504I13.3	1.0	1.0
RP11-504I13.2	1.0	1.0
RP11-17M16.2	40.0	40.0
C18orf65	17.0	17.0
LINC00908	5.0	5.0
LINC00683	41.00004	41.00004
RP11-111H3.3	0.0	0.0
AC034110.1	3.0	3.0
ARL2BPP1	0.0	0.0
CCND3P2	0.0	0.0
AC139085.2	0.0	0.0
RP11-162A12.2	17.0	17.0
RNU6-346P	0.0	0.0
RP11-162A12.4	13.0	13.0
ZNF236	1844.99926	1844.99926
RPL26P35	0.0	0.0
RP11-162A12.3	0.0	0.0
RP11-862L9.3	3.51904	3.51904
MBP	2602.481452	2602.481452
RP11-862L9.2	1.0	1.0
RP11-4B16.3	1.0	1.0
RP11-4B16.1	1.0	1.0
RP11-4B16.4	2.000001	2.000001
RP11-751H17.1	0.0	0.0
GALR1	0.0	0.0
RP11-176N18.2	1.0	1.0
BDP1P	0.0	0.0
RP11-63N3.1	0.0	0.0
RP11-63N3.2	0.0	0.0
RNA5SP461	0.0	0.0
LINC01029	0.0	0.0
RP11-671C19.2	0.0	0.0
RNU6-655P	0.0	0.0
RP11-100K18.1	0.0	0.0
RP11-451L19.1	0.0	0.0
RP11-123I22.1	0.0	0.0
RP11-715C4.1	0.0	0.0
CTD-2382H12.2	0.0	0.0
CTD-2382H12.1	0.0	0.0
RP11-849I19.1	0.0	0.0
SALL3	1.0	1.0
ATP9B	799.999439999999	799.999439999999
RP11-849I19.2	0.0	0.0
CTD-2286N8.2	41.0	41.0
CTD-2286N8.1	0.0	0.0
RP11-1136J12.1	0.0	0.0
RP11-800A18.4	0.0	0.0
RP11-800A18.3	3.0	3.0
NFATC1	431.00027	431.00027
RP11-196B3.1	2.0	2.0
RP11-196B3.3	0.0	0.0
RP11-196B3.2	0.0	0.0
RP11-196B3.4	0.0	0.0
RP11-567M16.1	3.0	3.0
RP11-567M16.2	0.0	0.0
RP11-567M16.3	3.0	3.0
RP11-567M16.6	185.0	185.0
CTDP1	1908.9964	1908.9964
RP11-567M16.5	0.0	0.0
RP11-154H12.2	0.0	0.0
RP11-154H12.3	0.0	0.0
KCNG2	1.0	1.0
RP11-248M19.1	2.0	2.0
PQLC1	1589.99957	1589.99957
HSBP1L1	1140.0006	1140.0006
TXNL4A	4376.00702	4376.00702
RP11-795F19.5	23.3371599999999	23.3371599999999
RBFA	1809.66479999999	1809.66479999999
RP11-795F19.1	38.0	38.0
SLC25A6P4	0.0	0.0
ADNP2	3685.99651999999	3685.99651999999
PARD6G-AS1	31.000036	31.000036
PARD6G	311.776	311.776
AC139100.4	8.0	8.0
AC139100.3	5.22413	5.22413
MIR1302-11	0.0	0.0
OR4G1P	0.0	0.0
OR4F17	0.0	0.0
WBP1LP11	0.0	0.0
OR4F8P	0.0	0.0
AC092299.1	2.81067	2.81067
RNU6-1076P	0.0	0.0
CTD-3113P16.9	0.0	0.0
VN2R11P	0.0	0.0
PPAP2C	4646.9998	4646.9998
CTD-3113P16.5	0.0	0.0
MIER2	1812.00353999999	1812.00353999999
THEG	70.00003	70.00003
AC010641.1	1.0	1.0
C2CD4C	81.0	81.0
SHC2	121.000139999999	121.000139999999
RNA5SP462	0.0	0.0
ODF3L2	2.0	2.0
MADCAM1	10.0	10.0
AC005775.2	37.368	37.368
TPGS1	340.6323	340.6323
CDC34	4084.0021	4084.0021
GZMM	1.0	1.0
AC009005.2	170.527499999999	170.527499999999
BSG	34572.47562	34572.47562
HCN2	1314.88	1314.88
AC005559.3	1.03551	1.03551
POLRMT	3012.2428	3012.2428
AC004449.6	9.0	9.0
FGF22	8.0	8.0
RNF126	3106.00119999999	3106.00119999999
AC004156.3	5.0	5.0
FSTL3	1497.99500999999	1497.99500999999
PRSS57	2.0	2.0
RPS2P52	0.0	0.0
PALM	827.99985	827.99985
MISP	3214.00343	3214.00343
AC006273.4	6.0	6.0
AC006273.5	161.9996	161.9996
PTBP1	42901.0089	42901.0089
MIR4745	0.0	0.0
LPPR3	38.00004	38.00004
MIR3187	0.0	0.0
AZU1	7.0	7.0
PRTN3	5.0	5.0
ELANE	0.0	0.0
CFD	130.000172	130.000172
MED16	3509.99667	3509.99667
RNU6-9	0.111111	0.111111
R3HDM4	3201.99911	3201.99911
KISS1R	4.999997	4.999997
ARID3A	1782.0032	1782.0032
AC005391.2	2.0	2.0
LLNLR-260G6.1	0.0	0.0
WDR18	2603.00194	2603.00194
LLNLR-284B4.2	0.0	0.0
GRIN3B	41.00004	41.00004
TMEM259	8277.6974	8277.6974
LLNLR-284B4.1	40.299	40.299
RNU6-2	0.111111	0.111111
CNN2	11904.17273	11904.17273
AC011558.5	215.786	215.786
ABCA7	2355.00098	2355.00098
HMHA1	815.99946	815.99946
POLR2E	8483.0022	8483.0022
GPX4	12948.9926	12948.9926
SBNO2	7117.99809999999	7117.99809999999
STK11	4731.851	4731.851
HMGB2P1	9.0	9.0
C19orf26	244.151899999999	244.151899999999
AC004221.2	0.0	0.0
ATP5D	4135.992	4135.992
MIDN	7943.9952	7943.9952
CIRBP	8785.00618999999	8785.00618999999
CIRBP-AS1	124.0	124.0
C19orf24	1542.0002	1542.0002
MUM1	2903.738289608	2903.738289608
EFNA2	28.0	28.0
RPS15P9	0.0	0.0
AC005330.2	0.0	0.0
AC004623.3	55.2632	55.2632
AC004623.2	0.0	0.0
NDUFS7	2682.32482	2682.32482
LLNLR-307A6.1	3.11822	3.11822
AC005329.7	28.5564	28.5564
GAMT	301.999499999999	301.999499999999
DAZAP1	15191.0056	15191.0056
RPS15	19932.9616999999	19932.9616999999
CTB-25B13.5	20.0	20.0
APC2	78.4975099999999	78.4975099999999
CTB-25B13.12	369.502	369.502
C19orf25	1272.00089	1272.00089
PCSK4	122.9999408664	122.9999408664
REEP6	869.00036	869.00036
ADAMTSL5	304.00039	304.00039
CTB-25B13.9	2.0	2.0
PLK5	3.0	3.0
AC027307.2	0.0	0.0
MEX3D	2747.996	2747.996
AC027307.1	0.0	0.0
RN7SL477P	0.0	0.0
MBD3	5618.95082	5618.95082
AC005943.6	0.0	0.0
UQCR11	5841.0454	5841.0454
TCF3	14373.9983099999	14373.9983099999
RNU6-1223P	0.0	0.0
AC005256.1	1.0	1.0
ONECUT3	0.0	0.0
ATP8B3	188.000139999999	188.000139999999
REXO1	2900.24485	2900.24485
CTB-31O20.3	0.0	0.0
MIR1909	0.0	0.0
CTB-31O20.4	79.75115	79.75115
CTB-31O20.6	0.0	0.0
KLF16	1962.99789999999	1962.99789999999
CTB-31O20.8	4.0	4.0
CTB-31O20.2	168.0	168.0
CTB-31O20.9	0.0	0.0
ABHD17A	4275.791	4275.791
SCAMP4	4891.05521999999	4891.05521999999
ADAT3	218.9448	218.9448
CSNK1G2	5510.99898999999	5510.99898999999
CSNK1G2-AS1	1.0	1.0
BTBD2	5585.892138	5585.892138
AC005306.3	15.82254	15.82254
LLNLR-304A6.1	1.0	1.0
LLNLR-304A6.2	10.2838	10.2838
AC007136.1	0.0	0.0
MKNK2	6813.99568	6813.99568
MOB3A	2741.00398	2741.00398
IZUMO4	120.000019999999	120.000019999999
AP3D1	17316.0287	17316.0287
DOT1L	5566.39902	5566.39902
AC004490.1	6.30867	6.30867
PLEKHJ1	2661.5842	2661.5842
MIR1227	0.0	0.0
MIR6789	0.0	0.0
SF3A2	7154.70591	7154.70591
AMH	921.9993	921.9993
MIR4321	0.0	0.0
JSRP1	49.2575	49.2575
OAZ1	28354.7762999999	28354.7762999999
LLfos-48D6.2	0.0	0.0
C19orf35	1.0	1.0
LINGO3	5.0	5.0
LSM7	2494.99569	2494.99569
SPPL2B	2978.99906	2978.99906
TMPRSS9	30.1140699999999	30.1140699999999
TIMM13	2681.52999999999	2681.52999999999
LMNB2	18003.3298	18003.3298
MIR7108	0.0	0.0
AC005624.2	29.0	29.0
GADD45B	5118.001793	5118.001793
RNU6-993P	0.0	0.0
GNG7	206.00017	206.00017
TCEB1P28	0.0	0.0
RN7SL121P	0.0	0.0
CTC-265F19.2	0.0	0.0
MIR7850	0.0	0.0
CTC-265F19.3	0.0	0.0
CTC-265F19.1	0.0	0.0
AC006538.8	0.0	0.0
DIRAS1	999.99967	999.99967
AC006538.4	4.85328	4.85328
AC006538.1	56.0	56.0
SLC39A3	1614.14516	1614.14516
SGTA	6503.99641999999	6503.99641999999
THOP1	5016.99783	5016.99783
ZNF554	362.000399999999	362.000399999999
ZNF555	381.000239999999	381.000239999999
AC006130.3	0.0	0.0
ZNF556	3.999996	3.999996
AC006130.1	0.0	0.0
AC006130.4	0.0	0.0
AC119403.1	1.0	1.0
ZNF57	562.957000016613	562.957000016613
AC006277.2	9.04308	9.04308
ZNF77	364.0	364.0
AC006277.3	20.0	20.0
TLE6	182.000039999999	182.000039999999
TLE2	2313.00244	2313.00244
AC005944.2	85.7559	85.7559
AES	17724.2429	17724.2429
GNA11	7910.00127	7910.00127
AC005262.3	0.0	0.0
AC005262.2	0.0	0.0
AC005262.4	0.0	0.0
GNA15	46.0	46.0
AC005264.2	0.0	0.0
S1PR4	0.0	0.0
NCLN	5163.00552	5163.00552
CELF5	49.39	49.39
AC010649.1	0.610014	0.610014
AC007792.1	0.0	0.0
NFIC	11054.00605	11054.00605
AC005514.2	0.0	0.0
SMIM24	0.0	0.0
DOHH	965.0001	965.0001
FZR1	3895.00210999999	3895.00210999999
MFSD12	3924.7029	3924.7029
C19orf71	26.026	26.026
AC005786.7	0.0	0.0
AC005786.5	0.0	0.0
AC005786.6	0.0	0.0
AC005786.3	0.0	0.0
HMG20B	11264.27669	11264.27669
GIPC3	14.0	14.0
TBXA2R	65.0	65.0
CACTIN-AS1	32.271	32.271
CACTIN	2241.72557079339	2241.72557079339
PIP5K1C	4174.995	4174.995
AC004637.1	0.0	0.0
TJP3	5585.99805	5585.99805
APBA3	911.885969999999	911.885969999999
AC005954.4	1.11451	1.11451
AC005954.3	0.0	0.0
MRPL54	1325.9952	1325.9952
RAX2	0.0	0.0
AC005777.3	0.0	0.0
MATK	372.99993	372.99993
ZFR2	0.0	0.0
FTLP5	0.0	0.0
ATCAY	1.0	1.0
RN7SL202P	0.0	0.0
NMRK2	0.0	0.0
DAPK3	2742.00422	2742.00422
MIR637	0.0	0.0
EEF2	224442.18858	224442.18858
PIAS4	2445.9983	2445.9983
ZBTB7A	7831.003	7831.003
CTD-2622I13.3	6.0	6.0
MAP2K2	9727.28163	9727.28163
CREB3L3	1.0	1.0
SIRT6	1387.0003	1387.0003
ANKRD24	88.0	88.0
EBI3	1.999997	1.999997
AC005578.3	5.0	5.0
CCDC94	1766.998	1766.998
SHD	0.0	0.0
TMIGD2	0.0	0.0
FSD1	230.99962	230.99962
STAP2	2972.0012	2972.0012
AC007292.7	9.0	9.0
MPND	1435.71324	1435.71324
AC007292.4	0.0	0.0
EIF1P6	1.0	1.0
AC007292.3	38.2869	38.2869
SH3GL1	7861.36212999999	7861.36212999999
AC007292.6	60.6375	60.6375
AC011498.1	0.0	0.0
CHAF1A	5338.95785999999	5338.95785999999
CTB-50L17.5	6.04406	6.04406
UBXN6	5544.4798	5544.4798
MIR4746	0.0	0.0
CTB-50L17.7	3.71786	3.71786
CTB-50L17.8	112.805	112.805
CTB-50L17.9	10.0	10.0
CTB-50L17.16	1.0	1.0
HDGFRP2	5088.99448999999	5088.99448999999
PLIN4	73.0	73.0
PLIN5	18.900653	18.900653
CTB-50L17.14	1.10483	1.10483
LRG1	1091.9909	1091.9909
SEMA6B	735.0	735.0
CTB-50L17.2	0.0	0.0
TNFAIP8L1	1078.63	1078.63
MYDGF	3257.9986	3257.9986
AC005339.1	0.0	0.0
AC005339.2	10.3706	10.3706
DPP9	6838.2103	6838.2103
DPP9-AS1	28.7925	28.7925
AC005783.1	0.0	0.0
MIR7-3HG	0.0	0.0
MIR7-3	0.0	0.0
AC005523.3	10.0	10.0
FEM1A	507.581	507.581
AC005523.2	3496.37237	3496.37237
TICAM1	1367.002	1367.002
CTC-518P12.6	14.8885	14.8885
PLIN3	8731.10678	8731.10678
AC027319.2	0.0	0.0
AC027319.1	0.0	0.0
ARRDC5	13.0	13.0
UHRF1	10937.7609999999	10937.7609999999
AC027319.3	0.0	0.0
MIR4747	0.0	0.0
KDM4B	2903.00317	2903.00317
PTPRS	6516.99958	6516.99958
CTC-482H14.5	1.0	1.0
RPL32P34	2.0	2.0
LLNLR-304G9.1	7.0	7.0
ZNRF4	0.0	0.0
TINCR	3136.0032	3136.0032
SNRPEP4	433.673	433.673
SAFB2	7082.41955999999	7082.41955999999
SAFB	12333.57944	12333.57944
RPL36	22099.10797	22099.10797
C19orf70	1499.99803	1499.99803
HSD11B1L	347.932394	347.932394
LONP1	9081.00318	9081.00318
CATSPERD	0.0	0.0
PRR22	164.4225	164.4225
CTB-54O9.9	16.6424	16.6424
DUS3L	1417.93440999999	1417.93440999999
AC011499.1	0.0	0.0
NRTN	157.0	157.0
FUT6	44.23139	44.23139
FUT3	911.70166	911.70166
AC024592.9	7.65356	7.65356
FUT5	1.31123	1.31123
AC024592.12	145.702099999999	145.702099999999
NDUFA11	5683.4053	5683.4053
AC104532.3	0.0	0.0
AC104532.2	0.0	0.0
VMAC	200.0	200.0
AC104532.4	0.0	0.0
CAPS	634.99999	634.99999
RANBP3	4878.99756	4878.99756
CTC-232P5.1	2.0	2.0
RFX2	571.000069999999	571.000069999999
CTC-232P5.3	0.0	0.0
CTC-232P5.4	0.0	0.0
CTB-66B24.1	0.0	0.0
ACSBG2	2.0	2.0
CTC-503J8.2	0.0	0.0
MLLT1	8173.00394	8173.00394
CTC-503J8.4	0.0	0.0
CTC-503J8.8	0.0	0.0
ACER1	2.0	2.0
CTB-180A7.3	0.0	0.0
CLPP	3332.999	3332.999
ALKBH7	842.94504	842.94504
PSPN	90.0552	90.0552
GTF2F1	6001.0046	6001.0046
CTB-180A7.6	0.0	0.0
MIR6885	0.0	0.0
MIR6790	0.0	0.0
CTB-180A7.8	0.0	0.0
KHSRP	18816.00906	18816.00906
MIR3940	0.0	0.0
SLC25A41	4.0	4.0
SLC25A23	3961.00197	3961.00197
CRB3	1185.9992	1185.9992
DENND1C	905.0	905.0
CTD-2396E7.11	553.0	553.0
TUBB4A	22.5097	22.5097
CTD-2396E7.9	0.0	0.0
CTD-2396E7.10	0.0	0.0
TNFSF9	161.0	161.0
CTD-2396E7.7	0.0	0.0
CLIC4P2	1.34891	1.34891
CD70	8.0	8.0
RPL7P50	3.0	3.0
TNFSF14	0.0	0.0
C3	525.99969	525.99969
CTD-3128G10.7	0.0	0.0
GPR108	3455.99972	3455.99972
MIR6791	0.0	0.0
TRIP10	7902.90317	7902.90317
CTD-3128G10.6	22.0937	22.0937
SH2D3A	2010.9999	2010.9999
VAV1	175.000099999999	175.000099999999
EMR1	6.0	6.0
CTC-312O10.3	0.0	0.0
CTC-312O10.2	0.0	0.0
EMR4P	0.0	0.0
RP11-1137G4.3	0.0	0.0
RP11-1137G4.4	0.0	0.0
CTB-25J19.1	0.0	0.0
MBD3L5	0.0	0.0
MBD3L4	0.0	0.0
MBD3L2	0.0	0.0
MBD3L3	0.0	0.0
ZNF557	561.0	561.0
INSR	1745.99763	1745.99763
AC010311.1	0.0	0.0
CTB-133G6.1	0.0	0.0
CTD-2207O23.3	0.0	0.0
CTB-133G6.2	2.0	2.0
ARHGEF18	3298.0015	3298.0015
PEX11G	82.0	82.0
C19orf45	32.99997	32.99997
CTD-2207O23.12	0.0	0.0
ZNF358	2495.862	2495.862
CTD-2207O23.11	1.13647	1.13647
MCOLN1	1088.99079999999	1088.99079999999
CTD-2207O23.10	23.8333	23.8333
PNPLA6	3927.17611999999	3927.17611999999
CAMSAP3	4625.0044	4625.0044
MIR6792	0.0	0.0
XAB2	3593.00456	3593.00456
PET100	1620.24699999999	1620.24699999999
CTD-3214H19.4	155.54054	155.54054
PCP2	25.0279	25.0279
CTD-3214H19.6	25.4366	25.4366
STXBP2	5843.35803	5843.35803
CTD-3214H19.12	0.0	0.0
RETN	0.0	0.0
MCEMP1	0.0	0.0
CTD-3214H19.16	0.0	0.0
TRAPPC5	2407.0	2407.0
FCER2	0.0	0.0
CLEC4G	0.0	0.0
CD209	0.0	0.0
RPL21P129	0.0	0.0
CLEC4M	0.0	0.0
CLEC4GP1	0.0	0.0
EXOSC3P2	0.0	0.0
EVI5L	2095.99829999999	2095.99829999999
PRR36	1038.53	1038.53
CTD-3193O13.11	149.467	149.467
LYPLA2P2	25.9113	25.9113
RNA5SP463	0.0	0.0
LRRC8E	1742.17083	1742.17083
CTD-3193O13.12	36.826	36.826
MAP2K7	3492.9046	3492.9046
CTD-3193O13.13	7.09096	7.09096
TGFBR3L	68.38779	68.38779
CTD-3193O13.1	13.6122	13.6122
SNAPC2	1098.99999	1098.99999
CTXN1	1040.0	1040.0
CTD-3193O13.8	3.0	3.0
TIMM44	2797.99954	2797.99954
ELAVL1	10525.0064	10525.0064
CTD-3193O13.14	0.0	0.0
CTD-2325M2.1	4.0	4.0
CCL25	1.0	1.0
FBN3	14.0	14.0
CTD-3020H12.3	0.0	0.0
CERS4	2143.99757999999	2143.99757999999
CTD-3020H12.4	0.0	0.0
CD320	1721.99524999999	1721.99524999999
NDUFA7	2253.99912	2253.99912
RPS28	10160.8905999999	10160.8905999999
KANK3	29.02876	29.02876
AC010323.1	0.0	0.0
CTD-2550O8.7	0.0	0.0
ANGPTL4	260.999699999999	260.999699999999
RAB11B-AS1	193.49299	193.49299
MIR4999	0.0	0.0
RAB11B	5439.5088	5439.5088
43526	991.99976	991.99976
RP11-886P16.6	0.0	0.0
RP11-886P16.10	11.6936	11.6936
HNRNPM	27009.32343	27009.32343
PRAM1	4.0	4.0
ZNF414	680.99979	680.99979
MYO1F	82.9999855	82.9999855
AC092316.1	0.0	0.0
AC130469.1	0.0	0.0
ADAMTS10	34.000036	34.000036
AC130469.2	0.0	0.0
CTD-2586B10.1	0.0	0.0
AC092566.1	0.0	0.0
AC093230.2	0.0	0.0
ACTL9	0.0	0.0
RPL23AP78	0.0	0.0
OR2Z1	0.0	0.0
CTD-2557P19.4	0.0	0.0
ZNF558	1068.52094999999	1068.52094999999
CTD-2529P6.3	2.47931	2.47931
MBD3L1	0.0	0.0
CTD-2529P6.4	0.0	0.0
MUC16	885.9995	885.9995
BOLA3P2	0.0	0.0
OR1M4P	0.0	0.0
OR1M1	0.0	0.0
OR7G2	0.0	0.0
OR7G1	0.0	0.0
OR7G15P	0.0	0.0
OR7G3	0.0	0.0
ZNF317	3201.99630999999	3201.99630999999
TCEB1P29	0.0	0.0
OR7D2	0.0	0.0
OR7E16P	0.0	0.0
OR7E25P	0.0	0.0
OR7D4	0.0	0.0
OR7D1P	0.0	0.0
OR7E24	0.0	0.0
OR7E18P	0.0	0.0
OR7E19P	1.0	1.0
OR7H1P	0.0	0.0
CTC-325H20.4	6.37333	6.37333
ZNF699	140.62658	140.62658
ZNF559	324.04795	324.04795
ZNF559-ZNF177	30.88932	30.88932
CTC-325H20.2	1.0	1.0
CTC-325H20.7	3.0	3.0
ZNF177	32.06277	32.06277
ZNF266	1098.0001	1098.0001
ZNF560	8.000004	8.000004
CTC-543D15.3	0.0	0.0
CTC-543D15.1	1.0	1.0
ZNF426	779.9997	779.9997
CTC-543D15.8	10.0	10.0
ZNF121	1716.99715	1716.99715
ZNF561	2311.74908	2311.74908
AC008759.1	0.0	0.0
ZNF561-AS1	231.99962	231.99962
ZNF562	2636.15411	2636.15411
RPS4XP22	17.9075	17.9075
ZNF812	2.06163999999999	2.06163999999999
CTD-3116E22.8	0.0	0.0
CTD-3116E22.6	1.0	1.0
CTD-3116E22.7	1.0	1.0
ZNF846	737.99995	737.99995
CTD-2623N2.3	46.0	46.0
UBE2L4	2.19371	2.19371
AC008752.1	0.0	0.0
CTD-2623N2.5	0.0	0.0
FBXL12	3813.00307	3813.00307
RPL10P15	5.62032	5.62032
UBL5	14534.02722	14534.02722
CTD-2623N2.11	2.0	2.0
PIN1	8131.0025	8131.0025
OLFM2	1633.0036	1633.0036
COL5A3	1123.99766	1123.99766
CTD-2553C6.1	1.00144	1.00144
RDH8	2.0	2.0
C3P1	0.0	0.0
MIR5589	0.0	0.0
C19orf66	3752.6447	3752.6447
CTD-2240E14.4	40.6582	40.6582
ANGPTL6	48.6932	48.6932
PPAN-P2RY11	137.0605	137.0605
PPAN	9090.98739999999	9090.98739999999
SNORD105	0.0	0.0
SNORD105B	0.0	0.0
P2RY11	2456.747	2456.747
EIF3G	28406.205410454	28406.205410454
AC020931.1	0.0	0.0
DNMT1	77350.01	77350.01
S1PR2	1207.0	1207.0
MIR4322	0.0	0.0
MRPL4	14787.8631299999	14787.8631299999
CTD-2369P2.5	0.0	0.0
CTD-2369P2.4	19.1393	19.1393
ICAM1	3518.74829999999	3518.74829999999
CTD-2369P2.8	7.24965	7.24965
ICAM4	0.0	0.0
ICAM5	272.00001	272.00001
